#date,checker,turbidity,ph,chlorine,temperature,conductivity
"23:00:00,","삼성,",0.02,7.0,0.38,5.7,100.0
"23:00:00,","봉은,",0.05,7.1,0.4,7.3,226.0
"23:00:00,","수서,",,7.0,0.36,5.7,100.0
"23:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,3.9,226.0
"23:00:00,","삼성동(삼성증압),",0.04,7.2,,5.3,
"00:00:00,","서초,",0.04,7.1,0.37,5.8,238.0
"00:00:00,","방배,",0.05,7.2,0.36,5.5,220.0
"00:00:00,","일원,",0.04,7.1,0.29,7.2,227.0
"00:00:00,","우면산,",,7.2,0.41,5.5,232.0
"00:00:00,","도곡동(강남수도),",0.05,7.1,0.24,5.1,220.0
"00:00:00,","반포,",0.05,6.9,0.34,6.1,240.0
"00:00:00,","내곡동(연간단가),",0.05,7.2,0.31,6.3,219.0
"00:00:00,","반포동(자이A),",0.03,6.9,,3.9,200.0
"00:00:00,","방배동(청두공원),",,,,,
"00:00:00,","내곡,",0.05,7.0,0.38,8.2,221.0
"00:00:00,","우면동(품질시험소),",0.04,7.2,0.29,,211.0
"00:00:00,","논현동(논현초교),",0.1,7.1,0.2,7.7,209.0
"00:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.4,207.0
"00:00:00,","삼성,",0.02,7.0,0.38,5.6,100.0
"00:00:00,","봉은,",0.05,7.1,0.4,7.3,226.0
"00:00:00,","수서,",0.02,7.0,0.37,5.6,100.0
"00:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,3.9,226.0
"00:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.3,241.0
"01:00:00,","서초,",0.04,7.1,0.37,5.6,238.0
"01:00:00,",,0.05,7.2,0.37,5.5,219.0
"01:00:00,","일원,",0.04,7.1,0.29,7.1,227.0
"01:00:00,","우면산,",0.02,7.2,,5.5,232.0
"01:00:00,",,0.05,7.1,0.27,5.0,225.0
"01:00:00,","반포,",0.05,6.9,0.34,6.0,241.0
"01:00:00,","내곡동(연간단가),",0.05,7.2,0.36,6.3,220.0
"01:00:00,","반포동(자이A),",0.03,6.9,0.43,4.0,200.0
"01:00:00,","방배동(청두공원),",,,,,
"01:00:00,","내곡,",0.04,7.0,0.38,8.1,220.0
,"우면동(품질시험소),",0.04,7.2,0.27,8.2,212.0
"01:00:00,","논현동(논현초교),",0.09,7.1,0.21,8.1,209.0
"01:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.6,208.0
"01:00:00,","삼성,",0.02,7.0,0.39,5.7,100.0
"01:00:00,","봉은,",0.05,7.1,0.4,7.2,227.0
"01:00:00,","수서,",0.02,7.0,0.37,5.7,100.0
"01:00:00,","자곡동(자곡증압),",0.04,7.2,0.31,4.0,225.0
"01:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.3,243.0
"02:00:00,","서초,",0.04,7.1,0.37,5.6,239.0
"02:00:00,","방배,",0.05,7.2,0.37,5.5,220.0
"02:00:00,","일원,",0.04,7.1,0.31,7.2,228.0
"02:00:00,","우면산,",0.02,7.2,0.41,5.5,233.0
"02:00:00,","도곡동(강남수도),",0.05,7.1,0.27,5.0,226.0
"02:00:00,","반포,",0.05,6.9,0.34,6.0,241.0
"02:00:00,","내곡동(연간단가),",0.05,7.2,0.34,6.4,220.0
"02:00:00,","반포동(자이A),",0.03,7.0,0.42,4.1,200.0
"02:00:00,","방배동(청두공원),",,,,,
"02:00:00,","내곡,",0.05,7.0,0.35,8.3,220.0
,"우면동(품질시험소),",0.04,7.2,0.28,8.3,212.0
"02:00:00,","논현동(논현초교),",0.1,7.1,0.21,7.4,210.0
"02:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.7,209.0
"02:00:00,","삼성,",0.02,7.0,0.38,5.8,100.0
"02:00:00,","봉은,",0.05,7.1,0.4,7.1,227.0
"02:00:00,","수서,",0.02,7.0,0.36,5.8,100.0
"02:00:00,","자곡동(자곡증압),",0.04,7.2,0.31,4.2,225.0
"02:00:00,","삼성동(삼성증압),",0.04,,0.35,5.3,243.0
"03:00:00,","서초,",0.04,7.1,0.37,5.8,239.0
"03:00:00,","방배,",0.05,7.2,0.36,5.5,220.0
"03:00:00,","일원,",0.04,7.1,0.31,7.3,228.0
"03:00:00,","우면산,",0.02,7.2,0.41,5.5,234.0
"03:00:00,","도곡동(강남수도),",0.05,7.1,0.27,,226.0
"03:00:00,","반포,",0.05,6.9,0.42,5.9,249.0
"03:00:00,","내곡동(연간단가),",0.05,7.2,0.33,6.4,220.0
"03:00:00,","반포동(자이A),",0.03,7.0,0.42,4.3,200.0
"03:00:00,","방배동(청두공원),",,,,,
"03:00:00,","내곡,",0.05,7.0,0.38,,221.0
"03:00:00,","우면동(품질시험소),",0.04,7.2,0.25,8.3,212.0
"03:00:00,","논현동(논현초교),",0.1,7.1,0.21,6.9,212.0
"03:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.7,209.0
"03:00:00,","삼성,",0.02,7.0,0.38,5.9,100.0
"03:00:00,","봉은,",0.05,7.1,0.4,7.0,228.0
"03:00:00,","수서,",0.02,7.0,0.35,5.9,100.0
"03:00:00,","자곡동(자곡증압),",0.04,7.2,0.31,4.2,226.0
"03:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.4,
"04:00:00,","서초,",0.04,7.1,0.37,5.7,240.0
"04:00:00,","방배,",0.05,7.2,0.36,5.4,221.0
"04:00:00,","일원,",0.04,7.1,0.31,7.2,227.0
"04:00:00,","우면산,",0.02,7.2,0.41,5.5,234.0
"04:00:00,","도곡동(강남수도),",0.05,7.1,0.27,4.8,227.0
"04:00:00,","반포,",0.05,6.9,0.44,5.9,250.0
"04:00:00,","내곡동(연간단가),",0.05,7.2,0.29,6.2,220.0
"04:00:00,","반포동(자이A),",0.03,7.0,0.4,4.4,200.0
"04:00:00,","방배동(청두공원),",,,,,
"04:00:00,","내곡,",0.05,7.0,0.34,8.1,221.0
"04:00:00,","우면동(품질시험소),",0.04,7.2,0.25,8.3,213.0
"04:00:00,","논현동(논현초교),",0.1,7.1,,7.7,213.0
"04:00:00,","양재동(매헌초교),",0.11,7.1,,6.7,211.0
"04:00:00,","삼성,",0.02,7.0,0.38,6.0,100.0
"04:00:00,","봉은,",0.05,7.1,0.4,6.8,228.0
"04:00:00,","수서,",0.02,7.0,0.33,6.0,100.0
"04:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,4.0,226.0
"04:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.4,244.0
"05:00:00,","서초,",0.04,7.1,0.37,5.7,240.0
"05:00:00,","방배,",0.05,7.2,0.36,5.4,221.0
"05:00:00,","일원,",0.05,7.1,0.3,7.3,227.0
"05:00:00,","우면산,",0.02,7.2,0.41,5.5,234.0
,"도곡동(강남수도),",0.05,7.1,0.27,4.8,227.0
"05:00:00,","반포,",0.05,6.9,0.43,6.0,248.0
"05:00:00,","내곡동(연간단가),",0.05,7.2,0.31,6.4,220.0
"05:00:00,","반포동(자이A),",0.03,7.0,0.4,4.5,200.0
"05:00:00,","방배동(청두공원),",,,,,
"05:00:00,","내곡,",0.04,7.0,0.31,8.1,221.0
"05:00:00,","우면동(품질시험소),",0.04,7.2,0.24,8.3,213.0
"05:00:00,","논현동(논현초교),",0.09,7.1,0.21,8.0,213.0
"05:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.8,212.0
"05:00:00,","삼성,",0.02,7.0,0.38,6.0,100.0
"05:00:00,","봉은,",0.05,7.1,0.4,6.8,229.0
"05:00:00,","수서,",0.02,7.0,0.31,,100.0
"05:00:00,","자곡동(자곡증압),",0.04,7.2,0.3,4.1,225.0
"05:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.5,244.0
"06:00:00,","서초,",0.04,7.1,0.37,5.7,241.0
"06:00:00,","방배,",0.05,,0.36,5.5,222.0
"06:00:00,","일원,",0.04,7.1,0.27,7.5,226.0
"06:00:00,","우면산,",0.02,7.2,0.41,5.5,235.0
"06:00:00,","도곡동(강남수도),",0.05,7.1,0.29,,228.0
"06:00:00,",,0.05,6.9,0.39,6.0,243.0
"06:00:00,","내곡동(연간단가),",0.05,7.2,0.29,6.3,220.0
"06:00:00,","반포동(자이A),",0.04,7.0,0.38,4.6,200.0
"06:00:00,","방배동(청두공원),",,,,,
"06:00:00,","내곡,",0.04,7.0,0.33,8.1,221.0
"06:00:00,","우면동(품질시험소),",0.04,7.2,0.22,8.4,212.0
"06:00:00,","논현동(논현초교),",0.1,7.2,0.21,7.3,214.0
"06:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.8,213.0
"06:00:00,","삼성,",0.02,7.0,0.38,6.1,100.0
"06:00:00,","봉은,",0.05,7.1,0.4,6.7,229.0
"06:00:00,","수서,",0.02,7.0,0.28,,100.0
"06:00:00,","자곡동(자곡증압),",0.04,7.2,0.3,4.2,225.0
"06:00:00,","삼성동(삼성증압),",0.04,7.2,0.33,5.4,244.0
"07:00:00,","서초,",0.04,7.1,0.37,5.7,241.0
"07:00:00,","방배,",0.05,7.2,,5.5,223.0
"07:00:00,","일원,",0.06,7.1,0.26,7.5,226.0
"07:00:00,","우면산,",0.02,7.2,0.41,5.5,235.0
"07:00:00,","도곡동(강남수도),",0.05,7.1,0.29,4.7,228.0
"07:00:00,","반포,",0.05,6.9,0.39,6.0,242.0
"07:00:00,","내곡동(연간단가),",0.05,7.2,0.26,6.4,221.0
,"반포동(자이A),",0.04,7.0,0.37,4.7,200.0
"07:00:00,","방배동(청두공원),",,,,,
"07:00:00,","내곡,",0.04,7.0,0.34,8.2,221.0
"07:00:00,",,0.04,7.2,0.22,8.4,213.0
"07:00:00,","논현동(논현초교),",0.1,7.1,0.21,6.9,214.0
"07:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.7,214.0
"07:00:00,","삼성,",0.02,7.0,,5.9,100.0
"07:00:00,","봉은,",0.05,7.1,0.4,6.7,229.0
"07:00:00,","수서,",,7.0,0.31,5.9,100.0
"07:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,4.2,226.0
"07:00:00,","삼성동(삼성증압),",0.04,7.2,0.33,5.4,245.0
"08:00:00,","서초,",0.04,7.1,0.37,5.9,242.0
,"방배,",0.05,7.2,0.36,5.5,225.0
"08:00:00,","일원,",,7.1,0.27,7.4,228.0
"08:00:00,","우면산,",0.02,7.2,0.41,5.5,236.0
"08:00:00,","도곡동(강남수도),",0.05,7.1,0.26,5.3,227.0
"08:00:00,","반포,",0.05,6.9,0.37,6.0,242.0
"08:00:00,","내곡동(연간단가),",0.05,7.2,0.26,,221.0
"08:00:00,","반포동(자이A),",0.05,7.0,0.36,4.8,200.0
"08:00:00,","방배동(청두공원),",,,,,
"08:00:00,","내곡,",0.05,7.0,0.3,8.1,222.0
"08:00:00,","우면동(품질시험소),",0.04,7.2,0.22,8.3,214.0
"08:00:00,","논현동(논현초교),",0.09,7.1,0.21,7.9,211.0
"08:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.5,214.0
"08:00:00,","삼성,",0.02,7.0,0.38,5.8,100.0
"08:00:00,","봉은,",0.05,7.1,0.4,6.8,229.0
"08:00:00,","수서,",0.02,7.0,0.35,5.7,100.0
"08:00:00,","자곡동(자곡증압),",,7.2,0.28,4.2,224.0
"08:00:00,","삼성동(삼성증압),",0.04,7.2,0.33,5.4,246.0
"09:00:00,","서초,",0.04,7.1,0.37,5.7,244.0
"09:00:00,","방배,",0.05,7.2,0.36,5.5,226.0
"09:00:00,","일원,",0.04,,0.36,7.1,230.0
,"우면산,",0.02,7.2,0.41,5.5,236.0
"09:00:00,","도곡동(강남수도),",0.05,7.1,0.19,5.7,220.0
"09:00:00,","반포,",0.05,6.9,0.37,6.0,243.0
"09:00:00,","내곡동(연간단가),",0.05,7.2,0.31,6.5,222.0
"09:00:00,","반포동(자이A),",0.05,7.0,0.35,4.9,200.0
"09:00:00,","방배동(청두공원),",,,,,
"09:00:00,","내곡,",0.04,7.0,0.32,8.3,221.0
"09:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.2,215.0
"09:00:00,","논현동(논현초교),",0.1,7.1,0.21,7.7,209.0
"09:00:00,","양재동(매헌초교),",0.11,7.1,0.33,6.5,212.0
"09:00:00,","삼성,",0.02,,,5.7,100.0
"09:00:00,","봉은,",0.05,7.1,0.4,6.9,230.0
"09:00:00,","수서,",0.02,,0.34,5.7,100.0
"09:00:00,",,0.04,7.1,0.23,4.2,220.0
"09:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.3,246.0
"10:00:00,","서초,",0.04,7.1,0.37,5.9,245.0
"10:00:00,","방배,",0.05,7.2,0.36,5.6,227.0
"10:00:00,","일원,",0.04,7.1,0.48,6.8,236.0
"10:00:00,","우면산,",0.02,7.2,0.41,5.5,236.0
"10:00:00,","도곡동(강남수도),",0.05,7.1,0.22,6.1,226.0
"10:00:00,","반포,",0.05,6.9,0.36,6.0,244.0
"10:00:00,","내곡동(연간단가),",0.05,7.2,0.26,,220.0
"10:00:00,","반포동(자이A),",0.05,7.0,0.37,4.4,201.0
"10:00:00,","방배동(청두공원),",,,,,
"10:00:00,","내곡,",0.04,7.0,0.32,8.1,223.0
"10:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.0,216.0
"10:00:00,","논현동(논현초교),",0.1,7.1,0.21,7.2,211.0
"10:00:00,","양재동(매헌초교),",0.11,7.1,0.32,6.5,210.0
"10:00:00,","삼성,",0.02,7.0,0.38,5.7,100.0
"10:00:00,","봉은,",0.05,7.1,0.4,6.9,
"10:00:00,",,0.02,7.0,0.34,5.7,100.0
"10:00:00,",,0.04,,0.23,4.4,221.0
"10:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.3,247.0
"11:00:00,","서초,",0.04,7.1,0.38,5.8,247.0
"11:00:00,","방배,",0.05,7.2,0.35,5.6,227.0
"11:00:00,","일원,",0.04,7.1,0.5,6.8,238.0
"11:00:00,","우면산,",0.02,7.2,0.41,5.6,236.0
"11:00:00,","도곡동(강남수도),",0.05,7.1,0.23,6.2,223.0
"11:00:00,","반포,",0.05,6.9,0.36,6.0,245.0
"11:00:00,","내곡동(연간단가),",0.05,7.2,0.23,6.4,216.0
"11:00:00,","반포동(자이A),",0.03,7.0,0.42,3.7,204.0
"11:00:00,","방배동(청두공원),",,,,,
"11:00:00,","내곡,",0.04,7.0,0.31,8.3,222.0
"11:00:00,","우면동(품질시험소),",0.04,7.2,0.28,8.3,217.0
"11:00:00,","논현동(논현초교),",0.1,7.1,0.21,6.8,213.0
"11:00:00,","양재동(매헌초교),",,7.1,0.32,6.6,210.0
"11:00:00,","삼성,",0.02,7.0,0.38,5.7,100.0
"11:00:00,","봉은,",0.05,,0.41,7.0,231.0
"11:00:00,","수서,",0.02,7.0,0.35,5.7,100.0
"11:00:00,","자곡동(자곡증압),",0.04,7.2,0.32,4.4,228.0
"11:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.4,248.0
"12:00:00,","서초,",0.04,7.1,,5.9,
"12:00:00,","방배,",0.05,7.2,0.36,5.6,227.0
"12:00:00,","일원,",0.04,7.1,0.45,6.8,237.0
"12:00:00,","우면산,",0.02,7.2,0.41,5.6,237.0
"12:00:00,","도곡동(강남수도),",0.05,7.1,0.23,6.0,224.0
"12:00:00,","반포,",0.05,7.0,0.35,6.1,246.0
"12:00:00,","내곡동(연간단가),",0.05,7.2,0.24,6.5,219.0
"12:00:00,","반포동(자이A),",,7.0,0.41,3.9,
"12:00:00,","방배동(청두공원),",,,,,
"12:00:00,","내곡,",0.04,7.0,0.33,8.2,224.0
"12:00:00,","우면동(품질시험소),",0.04,7.2,0.26,8.2,218.0
"12:00:00,","논현동(논현초교),",0.11,7.1,0.21,6.8,215.0
"12:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.0,210.0
"12:00:00,","삼성,",0.02,7.0,0.38,5.7,100.0
"12:00:00,","봉은,",0.05,7.1,0.41,7.0,232.0
"12:00:00,","수서,",0.02,7.0,0.35,5.7,100.0
"12:00:00,",,0.04,7.2,0.37,4.4,231.0
"12:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.6,249.0
"13:00:00,","서초,",0.04,7.1,0.38,5.9,249.0
"13:00:00,","방배,",0.05,7.2,0.36,5.6,228.0
"13:00:00,","일원,",0.04,7.1,0.45,6.8,237.0
"13:00:00,","우면산,",0.02,7.3,0.41,5.6,239.0
"13:00:00,","도곡동(강남수도),",0.05,7.1,0.23,5.5,224.0
"13:00:00,","반포,",0.05,7.0,0.34,6.0,248.0
"13:00:00,","내곡동(연간단가),",0.05,7.2,0.3,6.4,224.0
"13:00:00,","반포동(자이A),",0.03,7.0,0.4,3.9,204.0
"13:00:00,","방배동(청두공원),",,,,,
"13:00:00,","내곡,",0.04,7.0,0.35,8.2,223.0
"13:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.5,219.0
"13:00:00,","논현동(논현초교),",0.11,7.1,,6.7,216.0
"13:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.2,210.0
"13:00:00,","삼성,",0.02,7.0,0.39,5.7,100.0
"13:00:00,","봉은,",0.05,7.1,0.42,7.1,233.0
"13:00:00,","수서,",0.02,7.0,0.35,5.7,100.0
"13:00:00,","자곡동(자곡증압),",0.04,7.2,0.35,4.5,231.0
"13:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.7,
"14:00:00,","서초,",0.04,7.1,0.39,5.9,250.0
"14:00:00,","방배,",0.05,7.2,0.36,5.5,228.0
"14:00:00,","일원,",0.04,7.1,0.47,6.8,238.0
"14:00:00,","우면산,",0.02,7.3,0.41,,240.0
"14:00:00,","도곡동(강남수도),",,7.1,0.23,5.8,225.0
"14:00:00,","반포,",0.05,7.0,0.33,6.0,249.0
"14:00:00,","내곡동(연간단가),",0.05,7.2,0.32,6.4,226.0
"14:00:00,",,0.03,7.0,0.4,4.1,204.0
"14:00:00,","방배동(청두공원),",,,,,
"14:00:00,","내곡,",0.05,7.0,0.31,8.3,224.0
"14:00:00,","우면동(품질시험소),",0.04,7.2,,8.3,221.0
"14:00:00,","논현동(논현초교),",0.11,7.1,0.21,6.7,218.0
"14:00:00,","양재동(매헌초교),",0.11,7.1,,7.4,209.0
"14:00:00,","삼성,",0.02,7.0,0.39,5.7,100.0
"14:00:00,","봉은,",0.05,,0.42,7.2,235.0
"14:00:00,","수서,",0.02,7.0,0.35,5.7,100.0
,"자곡동(자곡증압),",0.04,7.2,0.34,4.6,233.0
"14:00:00,","삼성동(삼성증압),",0.04,7.2,0.33,5.8,250.0
"15:00:00,","서초,",0.04,7.1,0.39,6.0,251.0
"15:00:00,","방배,",0.05,7.2,0.36,5.6,229.0
"15:00:00,","일원,",0.04,7.1,0.46,6.9,238.0
"15:00:00,","우면산,",,7.3,0.41,5.7,242.0
"15:00:00,","도곡동(강남수도),",,7.1,0.23,6.0,225.0
"15:00:00,","반포,",0.05,7.0,0.32,6.1,250.0
"15:00:00,","내곡동(연간단가),",0.05,7.2,0.38,6.4,227.0
"15:00:00,","반포동(자이A),",0.03,7.0,,4.2,204.0
"15:00:00,","방배동(청두공원),",,,,,
"15:00:00,","내곡,",0.04,7.0,0.33,8.1,224.0
"15:00:00,","우면동(품질시험소),",0.04,7.2,0.3,8.3,221.0
"15:00:00,","논현동(논현초교),",0.11,7.1,0.21,6.7,217.0
"15:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.4,209.0
"15:00:00,","삼성,",0.02,7.0,0.4,5.7,100.0
"15:00:00,","봉은,",0.05,,0.43,7.3,236.0
"15:00:00,","수서,",0.02,7.0,0.36,5.7,100.0
"15:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,4.5,234.0
"15:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.8,252.0
"16:00:00,","서초,",0.04,7.1,0.39,5.9,252.0
"16:00:00,","방배,",0.05,7.2,0.36,5.6,230.0
"16:00:00,","일원,",0.04,7.1,0.39,6.9,236.0
"16:00:00,","우면산,",0.02,7.3,0.41,5.7,244.0
"16:00:00,","도곡동(강남수도),",0.05,7.1,0.22,6.5,226.0
"16:00:00,","반포,",0.05,7.0,0.32,6.1,251.0
"16:00:00,","내곡동(연간단가),",0.05,7.2,0.32,6.3,227.0
"16:00:00,","반포동(자이A),",0.03,7.0,0.38,4.3,204.0
"16:00:00,","방배동(청두공원),",,,,,
"16:00:00,","내곡,",0.05,7.0,0.34,8.3,225.0
"16:00:00,","우면동(품질시험소),",0.04,7.2,0.31,8.3,222.0
"16:00:00,","논현동(논현초교),",,7.1,0.21,6.7,217.0
"16:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.3,212.0
,"삼성,",0.02,7.0,0.4,5.7,100.0
"16:00:00,","봉은,",0.05,7.1,0.43,7.3,237.0
"16:00:00,","수서,",0.02,7.0,0.36,5.7,100.0
"16:00:00,","자곡동(자곡증압),",0.04,,0.34,4.6,234.0
"16:00:00,","삼성동(삼성증압),",0.04,7.2,0.34,5.7,253.0
"17:00:00,","서초,",0.04,7.1,0.39,6.0,253.0
"17:00:00,","방배,",0.05,7.2,0.36,5.6,230.0
"17:00:00,","일원,",0.04,7.1,0.41,6.9,238.0
"17:00:00,","우면산,",,7.3,0.41,5.7,245.0
"17:00:00,","도곡동(강남수도),",0.05,7.1,0.22,6.5,227.0
"17:00:00,","반포,",0.05,7.0,0.3,6.1,252.0
"17:00:00,","내곡동(연간단가),",0.05,,0.33,6.4,229.0
,"반포동(자이A),",0.03,7.0,0.37,4.5,204.0
"17:00:00,","방배동(청두공원),",,,,,
"17:00:00,","내곡,",0.05,7.0,0.34,8.0,226.0
"17:00:00,","우면동(품질시험소),",0.04,,0.31,8.2,223.0
"17:00:00,","논현동(논현초교),",0.1,7.1,0.21,6.8,217.0
"17:00:00,","양재동(매헌초교),",0.11,,0.32,7.3,216.0
"17:00:00,","삼성,",0.02,7.0,0.4,5.6,100.0
"17:00:00,","봉은,",0.05,7.1,0.43,7.4,238.0
"17:00:00,","수서,",0.02,7.0,0.38,5.6,100.0
"17:00:00,","자곡동(자곡증압),",0.04,7.2,0.37,4.3,237.0
"17:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.6,255.0
"18:00:00,","서초,",0.04,7.1,0.4,5.8,255.0
"18:00:00,","방배,",0.05,7.2,0.36,5.5,231.0
"18:00:00,",,0.05,7.1,0.42,6.9,242.0
"18:00:00,","우면산,",0.02,7.3,0.41,5.7,247.0
"18:00:00,","도곡동(강남수도),",0.05,7.1,0.24,6.2,232.0
"18:00:00,","반포,",0.05,7.0,0.3,6.1,253.0
"18:00:00,","내곡동(연간단가),",0.05,7.2,0.32,6.7,229.0
"18:00:00,","반포동(자이A),",0.03,7.0,0.37,4.6,204.0
"18:00:00,",,,,,,
"18:00:00,","내곡,",0.04,7.0,0.36,8.3,226.0
"18:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.2,223.0
"18:00:00,","논현동(논현초교),",,7.0,0.21,7.9,215.0
"18:00:00,","양재동(매헌초교),",,7.1,0.32,7.3,218.0
"18:00:00,","삼성,",0.02,7.0,0.4,5.6,100.0
"18:00:00,","봉은,",0.05,7.1,0.43,7.4,240.0
"18:00:00,","수서,",0.02,7.0,0.38,5.6,100.0
"18:00:00,","자곡동(자곡증압),",,7.2,0.37,4.2,238.0
"18:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.6,257.0
"19:00:00,","서초,",0.04,7.1,0.4,6.0,255.0
"19:00:00,","방배,",0.05,7.2,0.35,5.5,231.0
"19:00:00,","일원,",0.04,7.1,0.43,6.9,242.0
"19:00:00,","우면산,",0.02,7.3,0.41,5.8,249.0
"19:00:00,","도곡동(강남수도),",0.05,7.1,0.25,6.1,234.0
"19:00:00,","반포,",0.05,7.0,0.3,6.1,254.0
"19:00:00,","내곡동(연간단가),",,7.2,0.34,6.6,232.0
"19:00:00,","반포동(자이A),",0.03,7.0,0.44,3.7,210.0
"19:00:00,","방배동(청두공원),",,,,,
"19:00:00,","내곡,",0.06,7.0,0.33,8.0,228.0
"19:00:00,","우면동(품질시험소),",0.04,7.2,0.29,8.5,223.0
"19:00:00,","논현동(논현초교),",0.1,7.1,0.2,7.7,215.0
"19:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.2,217.0
"19:00:00,","삼성,",0.02,7.0,0.4,5.6,100.0
"19:00:00,","봉은,",0.05,7.1,0.43,7.5,241.0
"19:00:00,","수서,",0.02,,,5.6,100.0
"19:00:00,","자곡동(자곡증압),",0.04,7.2,,4.1,239.0
,"삼성동(삼성증압),",0.04,7.2,0.35,5.5,258.0
"20:00:00,","서초,",0.04,,0.41,5.8,258.0
"20:00:00,","방배,",0.05,7.2,0.35,5.6,232.0
"20:00:00,","일원,",0.04,7.1,0.44,6.9,244.0
"20:00:00,","우면산,",0.02,7.3,0.41,5.8,251.0
"20:00:00,","도곡동(강남수도),",0.05,7.1,0.25,6.3,235.0
"20:00:00,","반포,",0.05,7.0,0.3,6.1,255.0
"20:00:00,","내곡동(연간단가),",0.05,7.2,0.33,6.6,232.0
,"반포동(자이A),",0.03,7.0,0.44,3.7,210.0
"20:00:00,","방배동(청두공원),",,,,,
"20:00:00,","내곡,",0.04,7.0,0.37,8.2,228.0
"20:00:00,","우면동(품질시험소),",0.04,7.2,0.3,8.5,224.0
"20:00:00,","논현동(논현초교),",0.1,7.1,0.21,7.1,218.0
"20:00:00,","양재동(매헌초교),",0.11,7.1,0.32,7.2,219.0
"20:00:00,","삼성,",0.02,7.0,0.4,5.6,100.0
"20:00:00,","봉은,",0.05,7.1,0.43,7.5,243.0
"20:00:00,","수서,",0.02,,0.37,5.6,
"20:00:00,","자곡동(자곡증압),",,7.2,0.36,4.1,240.0
"20:00:00,","삼성동(삼성증압),",0.04,7.2,0.35,5.6,259.0
"21:00:00,","서초,",0.04,7.1,0.42,5.9,260.0
"21:00:00,","방배,",0.05,,0.36,5.6,233.0
"21:00:00,","일원,",0.04,7.1,0.4,6.9,242.0
"21:00:00,","우면산,",0.02,7.2,0.41,,253.0
"21:00:00,","도곡동(강남수도),",0.05,7.1,,6.2,235.0
"21:00:00,","반포,",0.05,7.0,0.31,6.1,256.0
"21:00:00,","내곡동(연간단가),",,7.2,0.32,6.5,233.0
"21:00:00,","반포동(자이A),",,,0.43,3.8,210.0
"21:00:00,","방배동(청두공원),",,,,,
"21:00:00,","내곡,",0.04,7.0,0.39,8.1,230.0
"21:00:00,","우면동(품질시험소),",,7.2,0.33,8.3,226.0
"21:00:00,","논현동(논현초교),",0.11,7.1,0.21,6.8,220.0
"21:00:00,","양재동(매헌초교),",0.11,7.1,0.33,7.1,223.0
"21:00:00,","삼성,",0.02,7.0,0.4,5.6,100.0
"21:00:00,","봉은,",0.05,7.1,0.43,7.6,245.0
"21:00:00,","수서,",0.02,7.0,0.38,,100.0
"21:00:00,","자곡동(자곡증압),",0.04,7.2,0.36,4.1,241.0
"21:00:00,","삼성동(삼성증압),",0.04,7.2,0.36,5.5,261.0
"22:00:00,","서초,",0.04,7.1,0.42,5.8,262.0
"22:00:00,","방배,",0.05,7.2,0.36,5.6,235.0
"22:00:00,","일원,",0.04,7.1,0.33,7.1,236.0
"22:00:00,","우면산,",0.02,7.2,0.41,5.9,255.0
"22:00:00,","도곡동(강남수도),",0.05,7.1,0.24,5.9,234.0
"22:00:00,","반포,",0.05,7.0,0.32,6.1,258.0
"22:00:00,","내곡동(연간단가),",0.05,7.2,0.32,6.5,234.0
"22:00:00,","반포동(자이A),",0.03,7.0,0.42,4.0,210.0
"22:00:00,","방배동(청두공원),",,,,,
"22:00:00,","내곡,",0.04,7.0,0.35,8.1,229.0
"22:00:00,","우면동(품질시험소),",0.04,7.2,0.32,8.2,228.0
